Academic Item,Title,Version Number,Type,Status,Academic Org,Owning Faculty,Type,Description
ACCG8224,CA - Integrated Chartered Accounting Practice ,2023.05,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,"ACCG8220 and ACCG8221 and ACCG8223 and ACCG8225 and ACCG8226

NB: Students must successfully complete CA - Ethics and Business module prior to enrolling in this unit. Students should directly enroll in the Ethic and Business module directly with CA ANZ."
ACCG8225,CA - Risk and Technology,2023.03,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,"Admission to MProfAccg and (ACCG6011 and ACCG6014 and ACST6003 and ECON6049)

NB: Students must successfully complete CA - Ethics and Business module prior to enrolling in this unit. Students should directly enroll in the Ethic and Business module directly with CA ANZ."
ACCG8226,CA - Business Performance,2023.03,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,"Admission to MProfAccg and (ACCG6011 and ACCG6014 and ACST6003 and ECON6049 and ACCG8225)

Students must successfully complete CA - Ethics and Business module prior to enrolling in this unit. Students should directly enroll in the Ethic and Business module directly with CA ANZ."
ACCG8227,CA -  Advanced Tax and Assurance,2023.05,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,"Admission to MProfAccg and (ACCG8220 and ACCG8223).

Students must successfully complete CA - Ethics and Business module prior to enrolling in this unit. Students should directly enroll in the Ethic and Business module directly with CA ANZ."
ACCG8228,"CA - Strategy, Performance and Financial Modelling ",2023.02,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,Admission to MProfAccg and (ACCG6011 and ACCG6014 and ACST6003 and ECON6049)
ACCG8303,CPA - Global Strategy and Leadership,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG903
ACCG8303,CPA - Global Strategy and Leadership,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(ACCG907 or ACCG8307) and (ACCG908 or ACCG8308) and (ACCG913 or ACCG8313)
ACCG8304,CPA - Advanced Audit and Assurance,2023.02,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG904
ACCG8304,CPA - Advanced Audit and Assurance,2023.02,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(ACCG907 or ACCG8307) and (ACCG908 or ACCG8308) and (ACCG913 or ACCG8313)
ACCG8305,CPA - Financial Risk Management,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG905
ACCG8305,CPA - Financial Risk Management,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(ACCG907 or ACCG8307) and (ACCG908 or ACCG8308) and (ACCG913 or ACCG8313)
ACCG8307,CPA - Financial Reporting,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(40cp at 6000 level and (ACCG921 or ACCG8121) and (ACCG923 or ACCG8123) and (ACCG926 or ACCG8126) and admission to MProfAcc or MProfAccgLead or MAccg(Adv)) or (admission to MAdvProfAcc and 10cp at 8000 level)
ACCG8307,CPA - Financial Reporting,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG907
ACCG8308,CPA - Strategic Management Accounting,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG908
ACCG8308,CPA - Strategic Management Accounting,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(40cp at 6000 level and (ACCG921 or ACCG8121) and (ACCG923 or ACCG8123) and (ACCG926 or ACCG8126) and admission to MProfAcc or MProfAccgLead) or admission to MAdvProfAcc and 10cp at 8000 level
ACCG8309,CPA - Australia Taxation - Advanced,2023.03,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(ACCG907 or ACCG8307) and (ACCG908 or ACCG8308) and (ACCG913 or ACCG8313) and (ACCG924 or ACCG8124)
ACCG8309,CPA - Australia Taxation - Advanced,2023.03,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG909
ACCG8313,CPA - Ethics and Governance,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,(40cp at 6000 level and (ACCG921 or ACCG8121) and (ACCG923 or ACCG8123) and (ACCG926 or ACCG8126) and admission to MProfAcc or MProfAccgLead) or admission to MAdvProfAcc and 10cp at 8000 level
ACCG8313,CPA - Ethics and Governance,2023.01,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG913
ACCG8314,CPA - Contemporary Business Issues,2023.01R,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,Pre-requisite,Admission to MAdvProfAcc
ACCG8314,CPA - Contemporary Business Issues,2023.01R,Non-PACE,Approved,Department of Accounting and Corporate Governance ,Macquarie Business School,NCCW (pre-2020 units),ACCG914
ACOM1001,Academic Communication in the Social Sciences and Humanities,2023.03,Non-PACE,Approved,Department of Linguistics ,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"ACBE100, ACSC100, ACSH100, CAPP100, WACB100, WACS100, WACH100"
ACOM1002,Academic Communication in Science,2023.01R,Non-PACE,Approved,Department of Linguistics ,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"ACBE100, ACSH100, ACSC100, CAPP100, WACB100, WACS100, WACH100"
ACOM1003,Academic Communication in Business,2023.01R,Non-PACE,Approved,Department of Linguistics ,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"ACBE100, ACSC100, ACSH100, CAPP100, WACB100, WACS100, WACH100"
ACST1001,Finance 1A,2023.04,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"WACT101, ACST101, ACST152"
ACST1052,Introduction to Actuarial Studies,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to BActStud or BActStudBSc or BAppFinBActStud or BActStudBProfPrac or BActStudProfPrac(Hons)
ACST1052,Introduction to Actuarial Studies,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST152
ACST1052,Introduction to Actuarial Studies,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Co-requisite,STAT1371
ACST2001,Financial Modelling,2023.01,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST201, ACST202"
ACST2001,Financial Modelling,2023.01,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,50cp at 1000 level or above including [(ACST101 or ACST1001) and (STAT150 or STAT1250 or STAT170 or STAT1170 or STAT171 or STAT1371)]
ACST2002,Mathematics of Finance,2023.01,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST201, ACST202"
ACST2002,Mathematics of Finance,2023.01,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,(ACST101(Cr) or ACST1001(Cr) or WACT101(Cr) or WACT1001(Cr) or ACST152 or ACST1052) and (MATH133 or MATH1025)
ACST2012,Combinatorial Probability,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST211, ACST212"
ACST2012,Combinatorial Probability,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,(Admission to BActStud or BActStudBSc or BAppFinBActStud or BActStudBProfPrac or BActStudBProfPrac(Hons)) and (STAT171(Cr) or STAT1371(Cr) or STAT272 or STAT2372)
ACST2052,Finance and Financial Reporting,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST252, AFIN252, AFIN253"
ACST2052,Finance and Financial Reporting,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST152 or ACST1052
ACST2055,Contingent Payments,2023.01,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST255
ACST2055,Contingent Payments,2023.01,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,(ACST202 or ACST2002) and (STAT272 or STAT2372)
ACST3006,Quantitative Asset and Liability Modelling 1,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACCG329, ACST305, ACST306, AFIN329"
ACST3006,Quantitative Asset and Liability Modelling 1,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,(ACST202 or ACST2002) and (STAT272 or STAT2372)
ACST3007,Quantitative Asset and Liability Modelling 2,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST307
ACST3007,Quantitative Asset and Liability Modelling 2,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST306 or ACST3006
ACST3015,Research/Project,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST315
ACST3015,Research/Project,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,160cp at 1000 level or above and permission by special approval
ACST3058,Survival Models,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST358
ACST3058,Survival Models,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,(ACST255 or ACST2055) and (STAT272 or STAT2372)
ACST3059,PACE: Actuarial Modelling,2023.05,PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST358 or ACST3058
ACST3059,PACE: Actuarial Modelling,2023.05,PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST359
ACST3060,Quantitative Methods for Risk Analysis,2023.04,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST357
ACST3060,Quantitative Methods for Risk Analysis,2023.04,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST358 or ACST3058
ACST3061,Actuarial Statistics,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST356
ACST3061,Actuarial Statistics,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,STAT272 or STAT2372
ACST4002,Actuarial Control Cycle 1,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST402
ACST4002,Actuarial Control Cycle 1,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST359 or ACST3059
ACST4003,Actuarial Control Cycle 2,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST403
ACST4003,Actuarial Control Cycle 2,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST402 or ACST4002
ACST4005,Actuarial Data Analytics,2023.02,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,(ACST358 or ACST3058) and (ACST359 or ACST3059) and (ACST357 or ACST3057 or ACST3060 or ACST3061) 
ACST4008,Actuarial Honours Thesis A,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to BActStudProfPrac(Hons) and ACST3058 and ACST3059
ACST4009,Actuarial Honours Thesis B,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,ACST4008
ACST6003,Principles of Finance,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to GradCertFin or GradDipAppFin or MAccg or MAccLead or MAppEcon or MAppFin or MAppFin(Adv) or MBkgFin or MCom or MIntBus or MProfAcc or MProfAccgLead or MBusAnalytics or MBioBus
ACST6003,Principles of Finance,2023.03,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),ACST603
ACST7031,Actuarial Control Cycle 1,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to MRes
ACST7031,Actuarial Control Cycle 1,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST402, ACST831, ACST731"
ACST7032,Actuarial Control Cycle 2,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to MRes and (ACST731 or ACST7031)
ACST7032,Actuarial Control Cycle 2,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST403, ACST832, ACST732"
ACST7034,Financial Institutions Management and Regulation,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST834, ACST734"
ACST7034,Financial Institutions Management and Regulation,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to MRes
ACST7090,Data and Visualisation for Business,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,Pre-requisite,Admission to MRes
ACST7090,Data and Visualisation for Business,2023.01R,Non-PACE,Approved,Department of Actuarial Studies and Business Analytics ,Macquarie Business School,NCCW (pre-2020 units),"ACST790, ACST890"
